"id";"fci";"hund";"wamiz";"woopets";"chien";"hund_identifiant";"hund_id";"hund_name";"hund_weight";"hund_height";"hund_age";"woopets_identifiant";"woopets_nom";"woopets_type_de_poils";"woopets_pays";"woopets_gabarit";"woopets_forme_tete";"woopets_poids_fem";"woopets_taille_fem";"woopets_poids_mal";"woopets_taille_mal";"woopets_caractere";"woopets_comportementautres";"woopets_education";"woopets_conditionsvie";"woopets_sante";"woopets_entretien";"woopets_activite";"woopets_affectueux";"woopets_calme";"woopets_protecteur";"woopets_independant";"woopets_chasseur";"woopets_aboie_hurle";"woopets_cohabitation_avec_les_enfants";"woopets_sociable_avec_les_autres_animaux";"woopets_aime_les_etrangers";"woopets_intelligent";"woopets_obeissant";"woopets_adapte_a_la_vie_en_appartement";"woopets_bien_pour_les_nouveaux_maitres";"woopets_aime_le_chaud";"woopets_aime_le_froid";"woopets_solide";"woopets_facilite_a_prendre_du_poids";"woopets_facilite_d_entretien";"woopets_cout_de_l_entretien";"woopets_perte_de_poils";"woopets_niveau_de_bave";"woopets_facilite_a_toiletter";"woopets_sportif";"woopets_niveau_d_energie";"woopets_potentiel_a_jouer";"woopets_caractere_du_maitre";"wamiz_identifiant";"wamiz_id";"wamiz_nom";"wamiz_affectueux";"wamiz_facile_d_entretien";"wamiz_joueur";"wamiz_facile_a_eduquer";"wamiz_calme";"wamiz_gentil_avec_enfant";"wamiz_intelligent";"wamiz_entente_avec_animaux";"wamiz_docile";"wamiz_appartement";"wamiz_propre";"wamiz_premier_chien";"wamiz_robuste_sante";"wamiz_voyage";"wamiz_supporte_solitude";"wamiz_apte_a_la_garde";"wamiz_besoin_d_exercice";"wamiz_originalite";"wamiz_fugueur";"wamiz_budget";"chien_identifiant";"chien_id";"chien_photo";"chien_nom";"chien_standard";"chien_groupe";"chien_pays";"chien_affectueux";"chien_aime_les_enfants";"chien_calme";"chien_facile_a_eduquer";"chien_joueur";"chien_peut_rester_seul";"chien_protecteur";"chien_s_entend_avec_d_autres_animaux";"chien_sociable";"chien_a_peu_besoin_d_exercice";"chien_aboie_peu";"chien_bave_peu";"chien_mange_peu";"chien_necessite_peu_d_entretien";"chien_perd_peu_ses_poils";"chien_peu_couteux_a_toiletter";"chien_peu_enclin_a_l_obesite";"chien_sante_robuste";"chien_esperance_de_vie";"chien_poids_de_la_femelle";"chien_poids_du_male";"chien_taille_de_la_femelle";"chien_taille_du_male";"chien_avec_des_enfants";"chien_comme_premier_chien";"chien_en_appartement";"chien_pour_personne_peu_disponible";"chien_pour_personne_agee";"chien_pour_petit_budget";"chien_poids_min_femelle";"chien_poids_min_male";"chien_poids_max_femelle";"chien_poids_max_male";"chien_taille_min_femelle";"chien_taille_max_femelle";"chien_taille_min_male";"chien_taille_max_male";"chien_age";"chien_fci";"fci_identifiant";"fci_id";"fci_name_en";"fci_name_fr";"fci_name_de";"fci_name_es";"fci_date_en";"fci_date_fr";"fci_date_de";"fci_date_es";"fci_date_acceptance";"fci_groupe";"fci_section";"fci_provisional";"fci_status";"fci_country";"fci_url";"fci_image";"fci_pdf"
"53";"11";"11";"88";"89";"53";"10";"11";"bull terrier";"30";"42.5";"12";"89";"Bull Terrier";"Court";"Royaume-Uni";"Grand";"Ovale";"De 20 kg à 40 kg";"De 35 cm à 50 cm";"De 20 kg à 40 kg";"De 35 cm à 50 cm";"2.5";"2.5";"1.5";"2.5";"2";"2.5";"4.5";"3";"1";"2";"3";"4";"1";"2";"2";"4";"2";"1";"2";"4";"4";"1";"4";"0";"1";"1";"3";"1";"5";"5";"4";"5";"Calme";"89";"88";"Bull Terrier";"3";"4";"4";"1";"1";"3";"2";"1";"1";"3";"3";"2";"3";"3";"1";"3";"4";"3";"2";"2";"136";"53";"bull-terrier-53";"Bull Terrier";"Standard FCI N°11";"Terrier";"Royaume-Uni";"4";"3";"1";"3";"5";"2";"4";"2";"4";"3";"5";"5";"3";"4";"3";"5";"1";"4";"12 ans";"De 20 à 40 kilos";"De 20 à 40 kilos";"De 35 à 50 cm";"De 35 à 50 cm";"3.5";"4";"2.5";"3";"2.5";"3.5";"20";"20";"40";"40";"35";"50";"35";"50";"12";"11";"11";"11";"bull terrier";"bull terrier";"bull terrier";"bull terrier";"23/12/2011";"23/12/2011";"23/12/2011";"23/12/2011";"0";"Groupe 3";"Section 3-3";"26/06/1993";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/BULL-TERRIER-11.html";"http://www.fci.be/Nomenclature/Illustrations/011g03.jpg";"http://www.fci.be/Nomenclature/Standards/011g03-en.pdf"
"444";"12";"12";NULL;NULL;"444";"11";"12";"fox terrier à poil lisse";"8";"38";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"273";"444";"fox-terrier-a-poil-lisse-444";"Fox Terrier à Poil Lisse";"Standard FCI N°12";"Terrier";"Royaume-Uni";"4";"4";"2";"4";"5";"3";"3";"1";"3";"2";"3";"5";"3";"3";"4";"2";"4";"4";"nan";"De 6 à 7 kilos";"De 7 à 9 kilos";"De 33 à 35 cm";"De 35 à 39 cm";"4";"3.5";"2";"2.5";"2.5";"3.5";"6";"7";"7";"9";"33";"35";"35";"39";"0";"12";"12";"12";"fox terrier (smooth)";"fox terrier a poil lisse";"fox terrier (glatthaar)";"fox terrier de pelo liso";"07/02/2017";"07/02/2017";"25/09/2018";"07/02/2017";"0";"Groupe 3";"Section 3-1";"26/06/1963";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/FOX-TERRIER-A-POIL-LISSE-12.html";"http://www.fci.be/Nomenclature/Illustrations/012g03.jpg";"http://www.fci.be/Nomenclature/Standards/012g03-en.pdf"
"371";"13";"13";"312";NULL;"371";"12";"13";"terrier d'agrément anglais noir et feu";"3.5";"27.5";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"316";"312";"Toy Terrier anglais noir et feu";"3";"4";"3";"2";"2";"3";"3";"2";"2";"4";"4";"3";"4";"3";"3";"1";"1";"4";"1";"3";"470";"371";"toy-terrier-noir-et-feu-371";"Terrier d'Agrément anglais Noir et Feu";"Unknown";"Terrier";"Royaume-Uni";"4";"3";"2";"4";"3";"2";"1";"2";"2";"3";"4";"5";"3";"5";"5";"5";"2";"4";"nan";"De 2 à 3 kilos";"De 2 à 3 kilos";"De 25 à 30 cm";"De 25 à 30 cm";"3.5";"4";"2.5";"3.5";"3.5";"3.5";"2";"2";"3";"3";"25";"30";"25";"30";"0";"0";"13";"13";"english toy terrier (black &tan)";"terrier anglais d'agrement (noir et feu)";"englischer toy terrier (schwarz und loh)";"terrier de juguete inglés (negro y fuego)";"19/05/2009";"19/05/2009";"03/02/2010";"27/05/2009";"0";"Groupe 3";"Section 3-4";"17/09/1963";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/TERRIER-ANGLAIS-D-AGREMENT-NOIR-ET-FEU-13.html";"http://www.fci.be/Nomenclature/Illustrations/013g03.jpg";"http://www.fci.be/Nomenclature/Standards/013g03-en.pdf"
"372";"14";"14";"295";NULL;"372";"13";"14";"spitz des visigoths";"11.5";"33";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"299";"295";"Spitz des Wisigoths";"3";"3";"2";"3";"2";"3";"3";"1";"2";"3";"3";"2";"3";"3";"3";"3";"3";"4";"2";"2";"475";"372";"vallhund-suedois-spitz-des-wisigoths-372";"Vallhund Suédois";"Standard FCI N°14";"Chien de type Spitz et de type primitif";"Suède";"5";"5";"2";"5";"3";"2";"4";"5";"5";"2";"3";"5";"4";"4";"1";"3";"2";"4";"13 ans";"De 9 à 14 kilos";"De 9 à 14 kilos";"De 29 à 32 cm";"De 31 à 34 cm";"4.5";"4.5";"1.5";"2.5";"3";"3.5";"9";"9";"14";"14";"29";"32";"31";"34";"13";"14";"14";"14";"swedish vallhund";"vallhund suedois - spitz des visigoths";"schwedischer wallhund";"spitz de los visigodos - vallhund sueco";"27/05/2014";"27/05/2014";"13/02/2017";"27/05/2014";"0";"Groupe 5";"Section 5-3";"03/01/1954";"Reconnue à titre définitif";"suede";"http://www.fci.be/fr/nomenclature/VALLHUND-SUEDOIS-SPITZ-DES-VISIGOTHS-14.html";"http://www.fci.be/Nomenclature/Illustrations/014g05.jpg";"http://www.fci.be/Nomenclature/Standards/014g05-en.pdf"
"216";"15";"15";"24";"27";"216";"14";"15";"berger belge";"27.5";"62";"12";"27";"Berger Belge Laekenois";"Mi-long";"Belgique";"Grand";"Longue";"De 20 kg à 25 kg";"De 56 cm à 62 cm";"De 25 kg à 30 kg";"De 60 cm à 66 cm";"2.5";"2.5";"4";"3";"3";"2.5";"4";"4";"2";"5";"1";"3";"2";"3";"2";"2";"5";"3";"3";"3";"3";"3";"4";"2";"2";"3";"4";"2";"3";"4";"4";"4";"Calme";"26";"24";"Berger belge";"4";"1";"4";"3";"1";"3";"4";"3";"2";"1";"3";"1";"4";"3";"1";"4";"4";"1";"3";"2";"54";"216";"berger-belge-laekenois-216";"Berger Belge Laekenois";"Standard FCI N°15";"Chien de berger et de bouvier";"Belgique";"4";"4";"2";"4";"4";"1";"5";"2";"2";"2";"4";"5";"1";"2";"2";"3";"4";"3";"De 13 à 14 ans";"De 20 à 25 kilos";"De 28 à 30 kilos";"De 56 à 62 cm";"De 60 à 66 cm";"3.5";"3";"2";"2";"2.5";"3";"20";"28";"25";"30";"56";"62";"60";"66";"13.5";"15";"15";"15";"belgian shepherd dog";"chien de berger belge";"belgischer schäferhund";"perro de pastor belga";"19/04/2002";"22/06/2001";"05/06/2002";"10/04/2002";"0";"Groupe 1";"Section 1-1";"01/01/1956";"Reconnue à titre définitif";"belgique";"http://www.fci.be/fr/nomenclature/CHIEN-DE-BERGER-BELGE-15.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/015g01-en.pdf"
"28";"15";"15";"24";"28";"28";"14";"15";"berger belge";"27.5";"62";"12";"28";"Berger Belge Malinois";"Court";"Belgique";"Moyen";"Longue";"De 20 kg à 25 kg";"De 56 cm à 62 cm";"De 28 kg à 30 kg";"De 60 cm à 66 cm";"3.5";"2.5";"4.5";"3.5";"3.5";"2.5";"5";"4";"2";"5";"1";"2";"5";"3";"2";"3";"5";"4";"3";"3";"3";"4";"4";"3";"2";"3";"4";"1";"3";"5";"5";"5";"Calme";"26";"24";"Berger belge";"4";"1";"4";"3";"1";"3";"4";"3";"2";"1";"3";"1";"4";"3";"1";"4";"4";"1";"3";"2";"55";"28";"berger-belge-malinois-28";"Berger Belge Malinois";"Standard FCI N°15";"Chien de berger et de bouvier";"Belgique";"3";"3";"1";"4";"5";"4";"5";"2";"3";"2";"1";"4";"2";"3";"2";"3";"4";"4";"De 12 à 14 ans";"De 20 à 25 kilos";"De 28 à 30 kilos";"De 56 à 62 cm";"De 60 à 66 cm";"3.5";"3.5";"1";"2.5";"2";"3.5";"20";"28";"25";"30";"56";"62";"60";"66";"13";"15";"15";"15";"belgian shepherd dog";"chien de berger belge";"belgischer schäferhund";"perro de pastor belga";"19/04/2002";"22/06/2001";"05/06/2002";"10/04/2002";"0";"Groupe 1";"Section 1-1";"01/01/1956";"Reconnue à titre définitif";"belgique";"http://www.fci.be/fr/nomenclature/CHIEN-DE-BERGER-BELGE-15.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/015g01-en.pdf"
"217";"15";"15";"24";"29";"217";"14";"15";"berger belge";"27.5";"62";"12";"29";"Berger Belge Tervueren";"Long";"Belgique";"Grand";"Longue";"De 20 kg à 25 kg";"De 56 cm à 62 cm";"De 25 kg à 30 kg";"De 60 cm à 66 cm";"3.5";"2.5";"4";"3.5";"3.5";"2.5";"5";"4";"2";"5";"1";"2";"5";"3";"2";"3";"5";"3";"3";"3";"3";"4";"4";"3";"2";"4";"4";"1";"3";"5";"5";"5";"Calme";"26";"24";"Berger belge";"4";"1";"4";"3";"1";"3";"4";"3";"2";"1";"3";"1";"4";"3";"1";"4";"4";"1";"3";"2";"56";"217";"berger-belge-tervueren-217";"Berger Belge Tervueren";"Standard FCI N°15";"Chien de berger et de bouvier";"Belgique";"4";"4";"2";"3";"5";"2";"5";"3";"2";"1";"1";"4";"2";"2";"3";"3";"4";"3";"De 12 à 14 ans";"De 20 à 25 kilos";"De 28 à 30 kilos";"De 56 à 62 cm";"De 60 à 66 cm";"3.5";"2.5";"1";"1.5";"2";"3";"20";"28";"25";"30";"56";"62";"60";"66";"13";"15";"15";"15";"belgian shepherd dog";"chien de berger belge";"belgischer schäferhund";"perro de pastor belga";"19/04/2002";"22/06/2001";"05/06/2002";"10/04/2002";"0";"Groupe 1";"Section 1-1";"01/01/1956";"Reconnue à titre définitif";"belgique";"http://www.fci.be/fr/nomenclature/CHIEN-DE-BERGER-BELGE-15.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/015g01-en.pdf"
"50";"15";"15";"24";"26";"50";"14";"15";"berger belge";"27.5";"62";"12";"26";"Berger Belge Groenendael";"Long";"Belgique";"Grand";"Longue";"De 20 kg à 25 kg";"De 56 cm à 62 cm";"De 28 kg à 30 kg";"De 60 cm à 66 cm";"3";"3.5";"4";"3.5";"3.5";"2.5";"4.5";"4";"2";"5";"1";"5";"1";"3";"3";"4";"5";"3";"3";"3";"3";"4";"4";"3";"3";"2";"5";"1";"3";"4";"5";"5";"Calme";"26";"24";"Berger belge";"4";"1";"4";"3";"1";"3";"4";"3";"2";"1";"3";"1";"4";"3";"1";"4";"4";"1";"3";"2";"77";"50";"berger-groenendael-dracula-50";"Berger Belge Groenendael";"Standard FCI N°15";"Chien de berger et de bouvier";"Belgique";"4";"3";"2";"5";"5";"1";"5";"3";"4";"3";"5";"5";"2";"3";"5";"3";"4";"4";"14 ans";"De 20 à 25 kilos";"De 28 à 30 kilos";"De 56 à 62 cm";"De 60 à 66 cm";"4";"4";"3";"2.5";"3";"3.5";"20";"28";"25";"30";"56";"62";"60";"66";"14";"15";"15";"15";"belgian shepherd dog";"chien de berger belge";"belgischer schäferhund";"perro de pastor belga";"19/04/2002";"22/06/2001";"05/06/2002";"10/04/2002";"0";"Groupe 1";"Section 1-1";"01/01/1956";"Reconnue à titre définitif";"belgique";"http://www.fci.be/fr/nomenclature/CHIEN-DE-BERGER-BELGE-15.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/015g01-en.pdf"
"94";"16";"16";"53";"58";"94";"15";"16";"bobtail";"37.5";"61";"11";"58";"Bobtail";"Long";"Grande-Bretagne";"Grand";"Carrée";"De 28 kg à 38 kg";"De 55 cm à 62 cm";"De 30 kg à 40 kg";"De 56 cm à 66 cm";"3";"4";"2.5";"2.5";"3";"3.5";"4";"4";"3";"4";"3";"3";"1";"4";"4";"4";"3";"2";"2";"3";"2";"4";"5";"1";"5";"3";"5";"4";"1";"4";"4";"4";"Calme";"55";"53";"Bobtail";"3";"2";"4";"1";"3";"4";"3";"3";"2";"2";"2";"1";"3";"2";"3";"3";"4";"2";"1";"2";"96";"94";"bobtail-94";"Bobtail";"Standard FCI No. 16";"Chien de berger et de bouvier";"Royaume-Uni";"4";"4";"3";"3";"4";"2";"3";"5";"5";"2";"4";"2";"2";"1";"3";"1";"2";"4";"13 ans";"De 28 à 38 kilos";"De 30 à 40 kilos";"De 55 à 62 cm";"De 56 à 66 cm";"3.5";"3.5";"2.5";"2";"2.5";"2.5";"28";"30";"38";"40";"55";"62";"56";"66";"13";"0";"16";"16";"old english sheepdog";"chien de berger anglais ancestral";"altenglischer schaferhund";"antiguo perro de pastor inglés";"05/01/2011";"15/06/2012";"05/01/2011";"05/01/2011";"0";"Groupe 1";"Section 1-1";"25/11/1963";"Reconnue à titre définitif";"grande-bretagne";"http://www.fci.be/fr/nomenclature/CHIEN-DE-BERGER-ANGLAIS-ANCESTRAL-16.html";"http://www.fci.be/Nomenclature/Illustrations/016g01.jpg";"http://www.fci.be/Nomenclature/Standards/016g01-en.pdf"
"336";"17";"17";"201";"153";"336";"16";"17";"griffon nivernais";"25";"58.5";"12";"153";"Griffon Nivernais";"Long";"France";"Moyen";"Longue";"De 25 kg à 25 kg";"De 53 cm à 60 cm";"De 25 kg à 25 kg";"De 55 cm à 62 cm";"2.5";"3";"3";"2";"4.5";"2.5";"4";"3";"2";"3";"3";"0";"0";"3";"3";"0";"4";"2";"2";"0";"0";"0";"4";"5";"3";"2";"0";"0";"0";"4";"0";"0";"Calme";"204";"201";"Griffon nivernais";"3";"4";"3";"3";"2";"3";"3";"3";"2";"1";"3";"4";"4";"2";"1";"1";"4";"2";"4";"2";"301";"336";"griffon-nivernais-336";"Griffon Nivernais";"Standard FCI N°17";"Chien courant, Chien de recherche au sang et races apparentées";"France";"3";"4";"2";"4";"4";"1";"3";"3";"3";"1";"1";"5";"3";"4";"2";"3";"2";"4";"12 ans";"De 24 à 25 kilos";"De 24 à 25 kilos";"De 53 à 58 cm";"De 55 à 60 cm";"3.5";"4";"1";"2";"2.5";"3";"24";"24";"25";"25";"53";"58";"55";"60";"12";"17";"17";"17";"griffon nivernais";"griffon nivernais";"griffon nivernais";"grifón del nivernais";"02/04/2004";"02/04/2004";"12/05/2004";"06/12/2004";"0";"Groupe 6";"Section 6-1";"15/12/1959";"Reconnue à titre définitif";"france";"http://www.fci.be/fr/nomenclature/GRIFFON-NIVERNAIS-17.html";"http://www.fci.be/Nomenclature/Illustrations/017g06.jpg";"http://www.fci.be/Nomenclature/Standards/017g06-en.pdf"
"430";"19";"19";NULL;NULL;"430";"17";"19";"briquet griffon vendéen";"20";"52.5";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"132";"430";"briquet-griffon-vendeen-430";"Briquet Griffon Vendéen";"Standard FCI N°19";"Chien courant, Chien de recherche au sang et races apparentées";"France";"4";"4";"5";"4";"5";"3";"3";"3";"4";"2";"4";"4";"3";"4";"3";"3";"4";"4";"12 ans";"De 28 à 30 kilos";"De 28 à 30 kilos";"De 48 à 53 cm";"De 50 à 55 cm";"4";"4";"3";"3.5";"3";"3.5";"28";"28";"30";"30";"48";"53";"50";"55";"12";"19";"18";"19";"briquet griffon vendeen";"briquet griffon vendeen";"briquet griffon vendeen";"briquet grifon vendeano";"18/02/2000";"18/02/2000";"15/10/1999";"15/10/1999";"0";"Groupe 6";"Section 6-1";"02/10/1954";"Reconnue à titre définitif";"france";"http://www.fci.be/fr/nomenclature/BRIQUET-GRIFFON-VENDEEN-19.html";"http://www.fci.be/Nomenclature/Illustrations/019g06.jpg";"http://www.fci.be/Nomenclature/Standards/019g06-en.pdf"
"109";"20";"20";"7";"8";"109";"18";"20";"ariegeois";"29";"55";"12";"8";"Ariégeois";"Court";"France";"Grand";"Longue";"De 28 kg à 30 kg";"De 50 cm à 56 cm";"De 28 kg à 30 kg";"De 52 cm à 58 cm";"3.5";"3.5";"3.5";"3";"3";"2.5";"4";"3";"4";"2";"2";"5";"3";"4";"4";"3";"3";"4";"1";"4";"3";"4";"3";"3";"2";"3";"2";"2";"3";"4";"5";"3";"Calme";"8";"7";"Ariégeois";"2";"3";"3";"3";"4";"4";"3";"4";"2";"1";"3";"4";"3";"2";"3";"2";"3";"2";"3";"1";"22";"109";"ariegeois-109";"Ariégeois";"Standard FCI N°20";"Chien courant, Chien de recherche au sang et races apparentées";"France";"3";"4";"5";"3";"3";"4";"2";"4";"3";"1";"4";"2";"2";"3";"2";"4";"2";"3";"De 12 à 13 ans";"De 28 à 30 kilos";"De 28 à 30 kilos";"De 50 à 56 cm";"De 52 à 58 cm";"3";"3";"2.5";"3";"3";"3";"28";"28";"30";"30";"50";"56";"52";"58";"12.5";"20";"19";"20";"ariegeois";"ariegeois";"ariegeois";"sabueso del ariege";"03/09/1996";"02/02/1998";"19/08/1996";"26/11/1996";"0";"Groupe 6";"Section 6-1";"01/10/1954";"Reconnue à titre définitif";"france";"http://www.fci.be/fr/nomenclature/ARIEGEOIS-20.html";"http://www.fci.be/Nomenclature/Illustrations/020g06.jpg";"http://www.fci.be/Nomenclature/Standards/020g06-en.pdf"
"453";"21";"21";NULL;NULL;"453";"19";"21";"gascon saintongeois";"35";"64";"12";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"384";"453";"petit-gascon-saintongeois-453";"Petit gascon saintongeois";"Standard FCI N°21bis";"Chien courant, Chien de recherche au sang et races apparentées";"France";"2";"4";"4";"5";"4";"2";"2";"3";"4";"1";"3";"2";"3";"5";"4";"4";"3";"4";"nan";"De 24 à 25 kilos";"De 24 à 25 kilos";"De 50 à 56 cm";"De 52 à 60 cm";"4";"4.5";"2";"3";"3";"3.5";"24";"24";"25";"25";"50";"56";"52";"60";"0";"0";"20";"21";"gascon saintongeois";"gascon saintongeois";"gascon saintongeois";"gascon saintongeois";"28/03/2007";"28/03/2007";"31/03/2010";"14/05/2007";"0";"Groupe 6";"Section 6-1";"10/08/1963";"Reconnue à titre définitif";"france";"http://www.fci.be/fr/nomenclature/GASCON-SAINTONGEOIS-21.html";"http://www.fci.be/Nomenclature/Illustrations/STD-ANA-fr-.jpg";"http://www.fci.be/Nomenclature/Standards/021g06-en.pdf"
"81";"22";"22";NULL;NULL;"81";"20";"22";"grand bleu de gascogne";"35";"68.5";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"288";"81";"grand-bleu-de-gascogne-81";"Grand Bleu de Gascogne";"Standard FCI N°22";"Chien courant, Chien de recherche au sang et races apparentées";"France";"4";"4";"4";"3";"3";"2";"4";"3";"3";"3";"2";"1";"1";"2";"3";"4";"2";"3";"14 ans";"De 30 à 37 kilos";"De 32 à 38 kilos";"De 62 à 68 cm";"De 65 à 72 cm";"3.5";"3";"2.5";"2.5";"3";"2.5";"30";"32";"37";"38";"62";"68";"65";"72";"14";"22";"21";"22";"great gascony blue";"grand bleu de gascogne";"grosser blauer gascogne-laufhund";"gran sabueso azul de gascuña";"18/02/1997";"24/01/1996";"25/11/1996";"28/11/1996";"0";"Groupe 6";"Section 6-1";"10/08/1963";"Reconnue à titre définitif";"france";"http://www.fci.be/fr/nomenclature/GRAND-BLEU-DE-GASCOGNE-22.html";"http://www.fci.be/Nomenclature/Illustrations/022g06.jpg";"http://www.fci.be/Nomenclature/Standards/022g06-en.pdf"
"195";"24";"24";NULL;NULL;"195";"21";"24";"poitevin";"30";"67";"13";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"207";"195";"chien-poitevin-haut-poitou-195";"Poitevin";"Standard FCI N°24";"Chien courant, Chien de recherche au sang et races apparentées";"France";"2";"3";"4";"4";"5";"1";"3";"2";"1";"1";"2";"2";"4";"5";"4";"5";"4";"5";"De 12 à 13 ans";"De 30 à 33 kilos";"De 30 à 35 kilos";"De 60 à 70 cm";"De 62 à 72 cm";"3.5";"4";"2";"2.5";"3";"4.5";"30";"30";"33";"35";"60";"70";"62";"72";"12.5";"24";"22";"24";"poitevin";"poitevin";"poitevin";"sabueso poitevin";"04/03/1997";"06/01/1997";"03/03/1997";"28/11/1996";"0";"Groupe 6";"Section 6-1";"30/09/1963";"Reconnue à titre définitif";"france";"http://www.fci.be/fr/nomenclature/POITEVIN-24.html";"http://www.fci.be/Nomenclature/Illustrations/024g06.jpg";"http://www.fci.be/Nomenclature/Standards/024g06-en.pdf"
"75";"25";"25";"50";"57";"75";"22";"25";"billy";"34";"65";"11";"57";"Billy";"Court";"France";"Grand";"Longue";"De 34 kg à 35 kg";"De 58 cm à 62 cm";"De 34 kg à 35 kg";"De 60 cm à 70 cm";"2.5";"2";"3";"1";"4.5";"3.5";"5";"3";"2";"2";"3";"0";"0";"3";"1";"0";"4";"2";"1";"0";"0";"0";"4";"5";"3";"4";"0";"0";"0";"5";"0";"0";"Calme";"52";"50";"Billy";"3";"4";"3";"2";"1";"3";"4";"2";"1";"1";"3";"2";"4";"1";"1";"1";"4";"3";"4";"2";"92";"75";"billy-75";"Billy";"Standard FCI N°25";"Chien courant, Chien de recherche au sang et races apparentées";"France";"3";"4";"2";"2";"4";"1";"2";"2";"4";"1";"2";"3";"4";"4";"4";"5";"2";"4";"12 ans";"De 33 à 34 kilos";"De 34 à 35 kilos";"De 58 à 62 cm";"De 60 à 70 cm";"3.5";"3.5";"1.5";"2";"2.5";"4";"33";"34";"34";"35";"58";"62";"60";"70";"12";"25";"23";"25";"billy";"billy";"billy";"billy";"24/04/1997";"24/04/1997";"25/04/1997";"12/05/1997";"0";"Groupe 6";"Section 6-1";"14/10/1963";"Reconnue à titre définitif";"france";"http://www.fci.be/fr/nomenclature/BILLY-25.html";"http://www.fci.be/Nomenclature/Illustrations/025g06.jpg";"http://www.fci.be/Nomenclature/Standards/025g06-en.pdf"
